"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1997",51.215,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1998",45.223,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",45.507,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",43.638,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",39.205,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",38.636,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2003",38.731,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",38.025,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",37.738,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",35.74,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",35.77,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",37.053,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",34.292,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",34.019,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",34.144,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",34.548,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",34.215,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",33.862,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",33.599,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",33.031,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",32.625,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",32.502,
"KOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2019",31.442,"P"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1976",0.341,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1977",0.388,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1978",0.376,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1979",0.351,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1980",0.36,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1981",0.367,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1982",0.355,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1983",0.535,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1984",0.53,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1985",0.455,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1986",0.432,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1987",0.291,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1988",0.281,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1989",0.279,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1990",0.282,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1991",0.27,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1992",0.287,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1993",0.291,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1994",0.345,"B"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1995",0.33,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1996",0.384,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1997",0.391,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1998",0.411,"D"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","1999",0.409,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2000",0.841,"B"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2001",0.876,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2002",0.934,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2003",0.924,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2004",0.938,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2005",0.929,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2006",0.897,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2007",0.643,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2008",0.658,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2009",0.726,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2010",0.719,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2011",0.665,"B"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2012",0.64,"B"
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2013",0.619,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2014",0.602,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2015",0.566,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2016",0.558,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2017",0.561,
"LUX","HEALTHEXP","OOPEXP","PC_GDP","A","2018",0.552,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1976",8.737,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1977",9.143,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1978",8.397,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1979",7.73,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1980",7.754,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1981",7.696,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1982",7.642,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1983",11.747,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1984",11.861,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1985",10.042,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1986",9.605,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1987",5.939,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1988",5.544,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1989",5.649,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1990",5.497,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1991",5.491,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1992",5.554,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1993",5.565,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1994",6.781,"B"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1995",6.192,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1996",7.195,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1997",7.455,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1998",7.581,"D"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",7.396,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",14.251,"B"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",13.659,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",13.864,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2003",13.258,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",12.774,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",12.925,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",13.374,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",10.308,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",10.062,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",9.896,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",10.233,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",10.881,"B"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",11.47,"B"
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",11.199,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",11.073,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",10.715,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",10.744,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",10.661,
"LUX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",10.436,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","1999",2.24,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2000",2.323,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2001",2.575,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2002",2.757,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2003",3.237,"B"
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2004",3.197,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2005",3.186,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2006",3.04,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2007",3.027,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2008",2.769,"B"
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2009",2.903,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2010",2.729,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2011",2.436,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2012",2.489,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2013",2.454,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2014",2.328,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2015",2.379,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.206,"B"
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.278,
"MEX","HEALTHEXP","OOPEXP","PC_GDP","A","2018",2.26,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",50.973,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",52.224,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",53.428,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",54.359,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2003",55.664,"B"
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",53.693,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",54.59,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",53.764,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",52.497,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",48.596,"B"
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",47.354,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",45.669,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",42.729,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",42.603,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",41.309,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",41.509,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",41.37,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",40.378,"B"
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",41.283,
"MEX","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",41.423,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","1998",0.871,"B"
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","1999",0.869,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2000",0.85,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2001",0.844,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2002",0.849,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2003",0.87,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2004",0.907,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2005",0.899,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2006",0.756,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2007",0.714,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2008",0.921,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2009",0.906,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2010",0.924,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2011",0.97,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2012",1.063,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2013",1.221,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2014",1.224,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2015",1.165,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.158,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.112,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.077,
"NLD","HEALTHEXP","OOPEXP","PC_GDP","A","2019",1.041,"P"
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1998",11.172,"B"
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",11.106,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",11.033,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",10.466,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",9.813,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2003",9.604,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",9.96,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",9.885,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",8.326,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",7.889,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",9.924,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",9.07,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",9.095,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",9.482,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",10.091,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",11.535,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",11.587,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",11.287,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",11.294,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",11.05,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",10.799,
"NLD","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2019",10.447,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1980",0.6,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1982",0.598,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1984",0.585,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1985",0.527,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1986",0.572,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1987",0.577,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1988",0.709,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1989",0.713,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1990",0.963,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1991",0.988,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1992",1.151,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1993",1.241,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1994",1.119,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1995",1.122,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1996",1.123,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1997",1.109,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1998",1.222,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","1999",1.178,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2000",1.148,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2001",1.287,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2002",1.269,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2004",1.115,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2005",1.164,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2006",1.195,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2007",0.953,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2008",1.206,
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2009",1.189,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2010",1.146,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2011",1.15,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2012",1.184,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2013",1.158,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2014",1.211,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2015",1.245,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.259,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.225,"P"
"NZL","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.189,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1980",10.418,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1982",10.39,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1984",11.007,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1985",10.789,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1986",11.353,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1987",10.352,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1988",11.645,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1989",11.43,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1990",14.452,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1991",13.914,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1992",15.917,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1993",17.891,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1994",16.085,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1995",16.151,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1996",16.294,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1997",15.629,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1998",16.264,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",15.919,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",15.362,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",16.986,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",16.057,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",14.107,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",14.07,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",13.838,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",11.454,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",13.235,
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",12.356,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",11.958,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",12.099,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",12.265,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",12.371,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",12.85,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",13.365,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",13.576,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",13.577,"P"
"NZL","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",12.912,"P"
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1990",1.092,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1991",1.176,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1992",1.159,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1993",1.156,"B"
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1994",1.138,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1995",1.174,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1996",1.171,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1997",1.469,"B"
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1998",1.54,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","1999",1.521,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2000",1.384,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2001",1.36,"B"
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2002",1.514,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2003",1.53,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2004",1.479,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2005",1.392,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2006",1.302,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2007",1.294,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2008",1.246,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2009",1.384,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2010",1.34,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2011",1.337,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2012",1.299,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2013",1.303,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2014",1.344,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2015",1.433,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.511,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.497,
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.438,"P"
"NOR","HEALTHEXP","OOPEXP","PC_GDP","A","2019",1.499,"P"
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1990",15.437,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1991",16.001,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1992",15.453,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1993",15.662,"B"
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1994",15.609,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1995",16.145,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1996",16.287,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1997",18.968,"B"
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1998",18.278,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","1999",18.029,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2000",17.942,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2001",16.957,"B"
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2002",16.825,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2003",16.599,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2004",16.762,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2005",16.714,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2006",16.453,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2007",16.072,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2008",15.657,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2009",15.254,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2010",15.046,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2011",15.21,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2012",14.8,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2013",14.594,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2014",14.379,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2015",14.143,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2016",14.271,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2017",14.512,
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2018",14.314,"P"
"NOR","HEALTHEXP","OOPEXP","PC_HEALTHXP","A","2019",14.292,"P"
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1990",0.392,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1991",0.616,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1992",0.758,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1993",1.193,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1994",1.372,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1995",1.304,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1996",1.371,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1997",1.578,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1998",1.567,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","1999",1.637,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2000",1.649,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2001",1.646,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2002",1.608,"B"
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2003",1.644,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2004",1.728,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2005",1.611,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2006",1.572,
"POL","HEALTHEXP","OOPEXP","PC_GDP","A","2007",1.544,
